(305.5307, -75.5, -8.550633)
(288.6397, -75.5, -2.447677)
(218.9983, -66.08926, -1.265667)
(137.0653, -47.53878, -9.711633)
(93.74532, -43.82339, -11.98001)
(57.45326, -50.8179, -11.22556)
(13.66272, -45.18756, -10.31523)
13, -42.12749, -15.94788)
(-12.04803, -38.32738, -6.098721)
(-6.153788, -32.90733, 9.631388)
(-23.17295, -17.85736, 22.7122)
(-39.8766, -25.56704, 30.18734)
(-60.41388, -50.77648, 39.37809)
(-81.7729, -74.17549, 48.93647)
(-117.6452, -89.28725, 64.98965)
(-165.5662, -100.0624, 86.43474)
(-179.8056, -105.1062, 92.80699)
(-189.3898, -105.5402, 97.09601)
(-196.0072, -103.5135, 107.933)
(-199.8135, -100.3072, 118.3602)
(-206.0889, -102.3155, 135.5508)
(-209.9981, -101.4693, 146.2598)
(-223.4749, -88.14644, 157.6831)
(-227.9949, -76.053, 131.3828)
(-219.8631, -76.05151, 120.9891)
(-202.2723, -72.34926, 113.2938)
(-179.8487, -62.74603, 118.5853)
(-111.2187, -37.57529, 86.0338)
(-69.99689, -8.232393, 46.66742)
(-25.52136, 11.25146, 4.19292)
(8.974239, 26.36333, -28.75076)
(44.55458, 16.49986, -62.73019)
(70.29355, 22.00015, -94.56908)
(52.15758, 27.68625, -132.9219)
(39.28582, 25.30337, -127.3548)
