(70, -16, -10)
(90.28117, -16, -7.899002)
(84.34336, -16, -7.227123)
(63.64474, -16, -7.48356)
(44.5038, -16, -6.779052)
(22.47823, -16, -4.046673)
(1.934029, -16, -4.478308)
(-11.26922, -16, -2.294937)
(-15.03805, -16, 3.652682)
(-16.15217, -16, 16.33041)
(-13.88204, -16, 24.00736)
(-11.09407, -16, 27.83588)
(-7.437248, -16, 30.36106)
(-1.338127, -16, 31.73144)
(4.732541, -16, 30.50072)
(9.213637, -16, 26.66602)
(11.18714, -16, 22.01783)
(11.95473, -16, 16.38078)
(13.13934, -16, -4.508729)
(15.78565, -16, -10.83424)
(19.48118, -16, -15.12189)
(24.50197, -16, -18.34847)
(30.57651, -16, -21.53295)
(34.85669, -16, -26.05291)
(37.23932, -16, -31.78434)
(37.22846, -16, -38.84115)
(33.45, -16, -44.68916)
(26.75348, -16, -46.82912)
(19.8535, -16, -45.17742)
(14.8947, -16, -40.98928)
(12.72407, -16, -34.89764)
(13.85336, -16, -28.79759)
(17.54297, -16, -23.41966)
(26.12553, -16, -15.57415)
(29.50653, -16, -9.234591)
(33.35566, -16, -2.191058)
(37.73195, -16, 1.305339)
(41.4208, -16, 2.457365)
(53.09321, -16, 2.21696)
(59.31968, -16, 2.670937)
(63.81013, -16, 4.881663)
(68.91343, -16, 7.740028)
(74.71999, -16, 4.444283)
(83.85296, -16, -2.344963)
(89.54671, -16, -5.019272)
(96.39623, -16, -7.973331)
(103.4794, -16, -7.819943)
(109.1073, -16, -4.119408)
(111.3267, -16, 1.911582)
(109.9909, -16, 7.930987)
(105.2258, -16, 8.362854)
(98.5406, -16, 6.116662)
(96.71603, -16, -1.909086)
(95.98031, -16, -3.875998)
