(203.7883, -7, -152.4648)
(183.3214, -7, -120.5835)
(78.32396, -11.95998, -47.31992)
(83.03904, -5.269979, -24.83657)
(80.55022, -5.689982, -21.51874)
(69.52556, -6.82999, -19.45045)
(35.4925, -8.780051, -15.10573)
(14.27157, -5.675078, -11.07704)
(-2.985752, -5.135076, -14.9319)
(-31.5094, -8.960008, -14.99212)
(-56.8338, -8.959925, -12.24475)
(-79.11902, -8.959852, -13.30245)
(-97.125, -8.959793, -14.98345)
(-98.92878, -8.959786, -13.90806)
(-98.06113, -7.909778, -12.68448)
(-94.16684, -8.494767, -12.47409)
(-89.93205, -9.979704, -32.39745)
(-97.24232, -5.779646, -41.78423)
(-106.4946, -4.834539, -63.50679)
(-88.98348, -8.584425, -70.87749)
(-66.97908, -7.474277, -71.51087)
(-40.91701, -7.21913, -70.10304)
(-17.90202, -8.17897, -72.52152)
(-3.226683, -8.19387, -77.81269)
(12.32877, -10.09878, -80.26178)
(30.13049, -9.198644, -79.73048)
(40.54791, -8.418527, -69.46734)
(41.24109, -7.548412, -53.60626)
(27.53022, -7.443316, -44.8961)
(15.33432, -9.333245, -41.73053)
(4.54187, -9.03315, -37.10486)
(-6.158618, -4.593069, -39.28846)
(-5.132225, -6.628026, -50.31815)
(-2.335081, -8.682987, -43.77093)
(-0.8787126, -8.682974, -42.258)
(12.57505, -8.682875, -36.02862)
